Date,Meal_Type,Day,Month,Year,Students_Registered,Students_Present,Faculty_Present,Staff_Present,Visitors,Hostel_Students,Total_Campus_Population,Scheduled_Classes,Exam_Period,Holiday,Semester_Week,Weather,Temperature_C,Rainfall_mm,Humidity,Campus_Event,Special_Menu,Menu_Category,Meal_Price,Previous_Day_Meals_Sold,Previous_Week_Average,Meals_Sold,Meals_Prepared,Food_Waste_kg
2022-11-26,Dinner,Saturday,November,2022,2337,1560,91,66,16,780,1733,4,No,No,7,Sunny,31,0,42,No Event,No,Indian,119,1574,1683,900,1037,16.2
2022-11-27,Lunch,Sunday,November,2022,1606,1087,125,100,5,542,1317,2,No,No,15,Sunny,24,0,44,No Event,No,Fast Food,51,1003,753,1601,1621,2.41
2022-11-28,Breakfast,Monday,November,2022,2249,1638,194,105,46,917,1983,4,No,No,7,Cloudy,24,0,76,No Event,Yes,Continental,70,1298,867,1310,1376,9.54
2022-11-29,Breakfast,Tuesday,November,2022,2460,2160,172,138,18,462,2488,6,No,No,14,Rainy,25,39,65,No Event,No,Fast Food,45,1773,824,1943,2085,18.48
2022-11-30,Lunch,Wednesday,November,2022,1883,1512,154,143,14,331,1823,7,No,Yes,4,Sunny,28,0,67,Cultural Fest,No,South Indian,105,1182,2151,596,681,12.64
2022-12-01,Dinner,Thursday,December,2022,1432,1126,184,97,38,421,1445,6,No,No,4,Rainy,27,60,67,No Event,No,Indian,94,2093,1311,765,874,11.92
2022-12-02,Breakfast,Friday,December,2022,2221,1832,96,149,4,738,2081,2,No,No,5,Cloudy,36,0,52,No Event,Yes,Fast Food,79,849,1042,1748,1884,14.92
2022-12-03,Lunch,Saturday,December,2022,1748,1603,163,111,14,694,1891,4,No,No,7,Sunny,20,0,89,No Event,No,Chinese,97,1071,1285,1986,2086,9.98
2022-12-04,Lunch,Sunday,December,2022,2488,1684,137,105,44,914,1970,4,No,No,3,Sunny,23,0,65,No Event,No,Indian,115,1918,1582,1947,2021,7.84
2022-12-05,Breakfast,Monday,December,2022,2236,1919,117,60,25,997,2121,6,No,No,15,Cloudy,19,0,79,No Event,No,Chinese,87,2100,2191,1456,1542,8.81
2022-12-06,Lunch,Tuesday,December,2022,1695,1573,85,134,38,649,1830,5,No,No,3,Rainy,18,49,73,No Event,No,Indian,81,1388,1638,1851,1938,9.39
2022-12-07,Breakfast,Wednesday,December,2022,1817,1297,141,69,44,721,1551,7,No,No,11,Rainy,35,20,43,Placement Drive,Yes,Fast Food,118,674,2456,1334,1375,4.41
2022-12-08,Lunch,Thursday,December,2022,2047,1845,163,142,12,857,2162,7,Yes,No,12,Sunny,32,0,61,No Event,No,South Indian,118,2446,1345,2615,2654,3.76
2022-12-09,Breakfast,Friday,December,2022,2205,1894,153,117,30,425,2194,3,No,No,7,Sunny,35,0,72,Cultural Fest,No,South Indian,49,1745,617,1950,2028,11.04
2022-12-10,Lunch,Saturday,December,2022,1583,1035,89,83,12,680,1219,6,No,No,16,Sunny,25,0,89,No Event,No,Continental,113,1113,728,1126,1269,14.6
2022-12-11,Breakfast,Sunday,December,2022,2216,1594,174,91,22,959,1881,6,No,No,9,Cloudy,29,0,46,No Event,No,Indian,69,1161,1685,1252,1398,20.73
2022-12-12,Dinner,Monday,December,2022,1841,1531,105,90,39,659,1765,7,No,No,11,Sunny,19,0,48,Placement Drive,No,Continental,86,948,2215,903,1009,12.62
2022-12-13,Breakfast,Tuesday,December,2022,1515,1213,137,111,31,325,1492,3,Yes,No,7,Sunny,29,0,84,Convocation,Yes,Chinese,51,1994,2045,1691,1711,1.74
2022-12-14,Dinner,Wednesday,December,2022,1455,1176,96,66,36,950,1374,2,No,No,10,Sunny,33,0,60,No Event,No,Fast Food,42,2085,2273,858,971,14.07
2022-12-15,Dinner,Thursday,December,2022,1640,1180,132,61,3,658,1376,6,No,No,13,Rainy,35,50,81,No Event,No,Fast Food,113,731,895,903,939,3.3
2022-12-16,Dinner,Friday,December,2022,2338,1993,157,117,16,336,2283,5,No,No,1,Rainy,25,26,56,Sports Day,Yes,South Indian,106,1848,1812,1841,1990,20.91
2022-12-17,Lunch,Saturday,December,2022,1498,1093,84,90,19,689,1286,2,No,No,6,Rainy,36,28,73,No Event,No,Chinese,41,2132,1998,1312,1370,7.26
2022-12-18,Lunch,Sunday,December,2022,2114,1621,146,63,45,737,1875,2,No,No,15,Cloudy,24,0,84,No Event,No,Fast Food,89,2065,690,2148,2207,8.32
2022-12-19,Lunch,Monday,December,2022,2347,1785,186,53,10,796,2034,2,No,No,15,Cloudy,28,0,84,No Event,Yes,Fast Food,104,1424,1615,2739,2845,15.83
2022-12-20,Breakfast,Tuesday,December,2022,1455,1239,194,147,41,514,1621,6,No,No,17,Sunny,23,0,83,No Event,No,Fast Food,70,2355,2420,1237,1279,3.63
2022-12-21,Lunch,Wednesday,December,2022,1850,1252,99,131,32,474,1514,7,No,No,1,Cloudy,25,0,44,Sports Day,No,Indian,107,2494,1444,1703,1844,20.41
2022-12-22,Breakfast,Thursday,December,2022,1246,886,130,126,38,782,1180,2,No,No,15,Sunny,26,0,84,No Event,No,Chinese,118,2375,2256,792,822,3.22
2022-12-23,Dinner,Friday,December,2022,2102,1492,125,123,5,413,1745,4,No,No,14,Rainy,24,5,78,No Event,Yes,Chinese,57,1621,1036,1151,1232,10.92
2022-12-24,Breakfast,Saturday,December,2022,1662,1134,158,63,38,602,1393,6,No,No,6,Rainy,27,29,77,No Event,No,Indian,56,1207,2308,887,971,8.18
2022-12-25,Lunch,Sunday,December,2022,2346,1671,146,58,46,802,1921,6,No,No,3,Sunny,27,0,79,No Event,No,Indian,79,2116,2386,1841,1947,15.49
2022-12-26,Lunch,Monday,December,2022,1230,1023,82,92,37,453,1234,3,No,No,14,Cloudy,21,0,49,No Event,No,Chinese,45,1854,1141,1304,1439,13.88
2022-12-27,Lunch,Tuesday,December,2022,1254,1090,102,69,17,580,1278,7,No,No,13,Sunny,36,0,64,No Event,No,Fast Food,104,1147,2098,1443,1496,5.25
2022-12-28,Lunch,Wednesday,December,2022,1352,1146,88,50,1,719,1285,2,No,No,9,Cloudy,35,0,49,No Event,No,South Indian,56,1545,1641,1384,1494,11.44
2022-12-29,Breakfast,Thursday,December,2022,1655,1311,90,142,40,576,1583,6,No,No,12,Sunny,36,0,75,Cultural Fest,Yes,Chinese,59,1395,1589,1567,1605,5.05
2022-12-30,Lunch,Friday,December,2022,1485,988,126,130,37,578,1281,7,No,No,15,Sunny,31,0,83,Cultural Fest,No,Continental,94,2357,2452,1467,1520,6.54
2022-12-31,Breakfast,Saturday,December,2022,1235,1158,128,121,16,364,1423,5,No,No,1,Rainy,25,72,60,No Event,No,South Indian,81,1817,783,960,1081,17.92
2023-01-01,Dinner,Sunday,January,2023,2017,1412,199,66,23,616,1700,5,No,No,11,Sunny,29,0,52,No Event,No,Fast Food,90,1244,2059,1108,1156,4.34
2023-01-02,Lunch,Monday,January,2023,1455,1237,123,134,29,629,1523,7,No,No,14,Sunny,20,0,58,No Event,No,South Indian,85,1236,1747,1698,1839,13.69
2023-01-03,Dinner,Tuesday,January,2023,1377,1272,192,138,42,900,1644,6,Yes,No,2,Sunny,31,0,60,No Event,No,South Indian,45,918,1533,1096,1137,4.16
2023-01-04,Breakfast,Wednesday,January,2023,2477,2128,184,69,23,385,2404,6,No,No,8,Sunny,29,0,78,No Event,No,South Indian,117,1308,1664,1808,1876,10.09
2023-01-05,Breakfast,Thursday,January,2023,1707,1221,92,108,3,538,1424,5,No,No,11,Sunny,34,0,69,No Event,No,Chinese,72,1022,1775,979,1061,8.0
2023-01-06,Breakfast,Friday,January,2023,1220,908,87,138,6,499,1139,5,No,No,12,Rainy,33,69,51,Sports Day,No,South Indian,78,2062,2291,801,894,10.17
2023-01-07,Breakfast,Saturday,January,2023,1274,839,142,134,14,404,1129,4,No,No,17,Cloudy,26,0,81,Convocation,No,Indian,114,2129,2037,954,1084,18.33
2023-01-08,Breakfast,Sunday,January,2023,1918,1599,101,62,29,875,1791,5,No,No,12,Rainy,29,65,77,Placement Drive,No,Continental,70,599,1090,1199,1239,3.4
2023-01-09,Lunch,Monday,January,2023,1659,1383,117,126,28,716,1654,4,No,No,10,Sunny,23,0,43,Placement Drive,No,South Indian,48,1343,1783,1890,2024,12.73
2023-01-10,Breakfast,Tuesday,January,2023,2401,2083,106,96,48,503,2333,6,No,No,3,Sunny,36,0,63,No Event,No,South Indian,87,2390,887,1684,1739,6.6
2023-01-11,Lunch,Wednesday,January,2023,2260,1476,105,99,43,475,1723,2,No,Yes,4,Cloudy,23,0,85,No Event,No,Chinese,111,619,1848,461,489,3.46
2023-01-12,Dinner,Thursday,January,2023,2343,2097,102,143,44,850,2386,7,Yes,No,5,Sunny,25,0,79,No Event,No,South Indian,100,2004,2332,1540,1578,5.37
2023-01-13,Lunch,Friday,January,2023,1829,1594,199,126,12,951,1931,7,No,No,16,Sunny,24,0,88,No Event,No,Indian,116,1385,2141,1950,1995,5.99
2023-01-14,Lunch,Saturday,January,2023,1200,830,182,89,39,950,1140,7,Yes,No,10,Sunny,35,0,84,No Event,No,Continental,74,1762,1297,1147,1193,6.12
2023-01-15,Lunch,Sunday,January,2023,2135,1610,174,56,38,347,1878,2,No,No,4,Sunny,21,0,70,No Event,No,Indian,72,1326,1210,1843,1868,2.35
2023-01-16,Lunch,Monday,January,2023,1510,1270,172,104,28,947,1574,3,No,No,12,Rainy,30,68,64,Sports Day,No,Continental,81,1248,2465,1604,1662,7.2
2023-01-17,Breakfast,Tuesday,January,2023,2431,1941,144,100,25,691,2210,7,No,No,15,Rainy,19,22,58,No Event,No,Continental,103,1518,1588,1317,1374,5.2
2023-01-18,Lunch,Wednesday,January,2023,2377,1627,153,125,35,912,1940,4,No,No,2,Rainy,37,45,57,No Event,No,Chinese,54,1301,2337,2084,2147,7.34
2023-01-19,Lunch,Thursday,January,2023,1961,1326,126,51,34,540,1537,5,No,No,1,Sunny,24,0,77,No Event,No,South Indian,55,1215,2241,1720,1804,10.79
2023-01-20,Dinner,Friday,January,2023,1882,1664,140,63,48,507,1915,4,Yes,Yes,13,Sunny,24,0,57,No Event,No,Chinese,106,1662,730,304,368,8.58
2023-01-21,Lunch,Saturday,January,2023,1514,1054,125,66,47,783,1292,3,No,Yes,9,Sunny,31,0,63,Sports Day,No,Chinese,117,2319,728,366,436,8.42
2023-01-22,Lunch,Sunday,January,2023,1506,1056,83,126,18,919,1283,3,No,No,15,Cloudy,35,0,86,No Event,No,Continental,43,1329,1597,1269,1338,8.4
2023-01-23,Lunch,Monday,January,2023,1818,1634,110,50,1,640,1795,4,No,No,2,Sunny,25,0,44,No Event,No,Indian,42,989,1980,1851,1970,12.66
2023-01-24,Breakfast,Tuesday,January,2023,2320,1934,83,50,13,367,2080,5,No,No,4,Sunny,35,0,66,Sports Day,No,Indian,63,2371,1589,1536,1562,3.65
2023-01-25,Lunch,Wednesday,January,2023,1206,1002,108,75,15,669,1200,6,No,No,14,Rainy,22,7,62,No Event,No,Fast Food,61,1438,1942,1412,1507,10.68
2023-01-26,Lunch,Thursday,January,2023,2235,1774,152,95,48,370,2069,6,Yes,No,13,Sunny,31,0,44,No Event,No,Chinese,88,875,937,2396,2480,11.81
2023-01-27,Breakfast,Friday,January,2023,1713,1405,158,62,35,397,1660,6,No,No,7,Sunny,34,0,48,No Event,No,Indian,70,854,1104,1100,1180,11.18
2023-01-28,Breakfast,Saturday,January,2023,1548,1285,123,83,39,920,1530,7,No,No,14,Sunny,19,0,46,No Event,No,Indian,82,599,2168,1022,1145,14.64
2023-01-29,Breakfast,Sunday,January,2023,2116,1989,184,111,40,463,2324,3,No,No,13,Sunny,24,0,40,No Event,No,South Indian,46,1453,2079,1778,1848,7.55
2023-01-30,Lunch,Monday,January,2023,2230,1598,82,122,30,901,1832,7,No,No,13,Sunny,30,0,86,Placement Drive,No,Fast Food,64,2329,1470,2193,2266,10.34
2023-01-31,Breakfast,Tuesday,January,2023,1699,1213,138,100,47,695,1498,4,No,No,14,Sunny,28,0,51,No Event,No,Indian,79,1002,1719,966,987,2.23
2023-02-01,Lunch,Wednesday,February,2023,1674,1116,158,132,47,374,1453,3,Yes,Yes,2,Rainy,26,63,83,No Event,Yes,Chinese,86,565,2461,485,558,8.63
2023-02-02,Lunch,Thursday,February,2023,1723,1460,132,136,48,328,1776,5,No,No,10,Cloudy,36,0,76,No Event,No,Indian,89,1782,719,1750,1831,7.86
2023-02-03,Lunch,Friday,February,2023,2280,1857,90,90,34,814,2071,7,No,No,11,Rainy,29,23,84,No Event,No,Chinese,55,1289,1918,2155,2188,3.86
2023-02-04,Dinner,Saturday,February,2023,1789,1222,85,104,21,822,1432,2,No,No,13,Rainy,21,41,66,Cultural Fest,No,South Indian,56,569,1983,1090,1149,6.46
2023-02-05,Dinner,Sunday,February,2023,1432,1087,126,77,20,372,1310,3,No,Yes,17,Sunny,36,0,66,No Event,No,Indian,49,1820,2411,179,254,7.14
2023-02-06,Lunch,Monday,February,2023,1990,1400,86,143,27,517,1656,5,No,No,8,Sunny,28,0,77,No Event,Yes,South Indian,74,836,638,2096,2171,10.18
2023-02-07,Breakfast,Tuesday,February,2023,2253,1688,194,110,16,417,2008,5,Yes,No,7,Sunny,27,0,81,No Event,No,Fast Food,103,2025,2092,1603,1647,6.17
2023-02-08,Lunch,Wednesday,February,2023,1566,1464,189,56,49,486,1758,5,No,No,3,Sunny,34,0,47,No Event,No,Indian,107,1741,1070,1747,1839,13.05
2023-02-09,Lunch,Thursday,February,2023,1255,1073,147,127,17,555,1364,2,No,No,8,Sunny,21,0,55,Cultural Fest,No,Indian,46,1068,1955,1709,1766,6.74
2023-02-10,Lunch,Friday,February,2023,1209,788,164,51,31,371,1034,6,No,No,15,Sunny,33,0,60,No Event,No,Continental,97,1613,602,920,1061,14.92
2023-02-11,Lunch,Saturday,February,2023,1346,976,80,125,22,512,1203,4,No,No,6,Sunny,24,0,52,No Event,No,South Indian,109,1378,2082,1306,1445,13.77
2023-02-12,Breakfast,Sunday,February,2023,1563,1020,135,51,5,371,1211,3,Yes,No,9,Rainy,33,29,63,No Event,Yes,Chinese,56,1632,991,1033,1080,4.43
2023-02-13,Lunch,Monday,February,2023,1452,1255,166,77,28,561,1526,2,No,No,17,Sunny,31,0,80,Cultural Fest,Yes,Chinese,81,2253,1825,2323,2392,10.06
2023-02-14,Breakfast,Tuesday,February,2023,2139,1691,156,103,5,576,1955,5,No,No,1,Rainy,33,47,73,No Event,No,Indian,107,1295,819,1215,1275,7.16
2023-02-15,Lunch,Wednesday,February,2023,2476,2347,122,141,32,727,2642,2,No,No,14,Rainy,37,18,56,No Event,No,Indian,50,1474,935,2694,2730,4.02
2023-02-16,Lunch,Thursday,February,2023,1935,1683,107,125,47,731,1962,3,No,No,15,Sunny,34,0,64,No Event,No,Continental,114,725,867,1754,1814,6.81
2023-02-17,Lunch,Friday,February,2023,1539,1239,108,143,31,386,1521,4,No,No,13,Cloudy,23,0,88,No Event,No,Continental,52,1434,1919,1403,1517,12.37
2023-02-18,Breakfast,Saturday,February,2023,1823,1625,97,107,16,509,1845,3,Yes,No,9,Rainy,33,23,51,No Event,No,Fast Food,118,695,1770,1483,1614,18.03
2023-02-19,Lunch,Sunday,February,2023,1904,1640,166,96,3,518,1905,7,No,No,5,Rainy,30,52,64,Cultural Fest,No,Fast Food,57,2314,1533,2748,2778,2.44
2023-02-20,Lunch,Monday,February,2023,1522,1100,171,110,47,942,1428,2,No,No,9,Sunny,22,0,63,Convocation,No,Indian,64,1825,2428,1794,1876,10.1
2023-02-21,Breakfast,Tuesday,February,2023,2363,1911,152,89,30,549,2182,7,No,No,9,Sunny,36,0,89,No Event,No,Fast Food,96,1410,770,1598,1662,8.85
2023-02-22,Lunch,Wednesday,February,2023,2060,1682,196,135,21,383,2034,5,No,No,7,Sunny,37,0,61,No Event,No,Fast Food,48,900,1811,2364,2387,1.96
2023-02-23,Lunch,Thursday,February,2023,1294,1016,141,67,26,318,1250,7,No,No,4,Sunny,23,0,84,No Event,No,South Indian,51,599,1541,1379,1445,5.98
2023-02-24,Lunch,Friday,February,2023,1752,1232,186,63,20,834,1501,5,No,No,5,Sunny,29,0,68,No Event,No,Continental,97,593,2084,1378,1426,4.09
2023-02-25,Lunch,Saturday,February,2023,1989,1426,85,74,19,679,1604,6,No,No,1,Sunny,28,0,71,No Event,No,Continental,69,597,1348,1454,1511,4.59
2023-02-26,Lunch,Sunday,February,2023,2373,1742,95,59,33,688,1929,6,No,No,15,Sunny,31,0,75,No Event,No,Fast Food,71,980,2329,2168,2271,13.34
2023-02-27,Lunch,Monday,February,2023,1752,1144,180,149,22,862,1495,4,No,Yes,9,Rainy,29,79,82,Sports Day,No,Fast Food,77,2345,933,529,645,9.84
2023-02-28,Lunch,Tuesday,February,2023,1315,1216,80,97,43,808,1436,4,No,Yes,2,Rainy,25,12,72,No Event,Yes,South Indian,100,2013,870,451,587,13.08
2023-03-01,Lunch,Wednesday,March,2023,1831,1567,101,97,15,567,1780,7,No,No,12,Cloudy,28,0,74,No Event,No,Chinese,86,1293,624,1854,1944,13.45
2023-03-02,Lunch,Thursday,March,2023,2460,2107,125,110,5,391,2347,7,No,No,3,Sunny,27,0,79,No Event,No,Indian,98,1971,1683,2344,2484,16.27
2023-03-03,Breakfast,Friday,March,2023,1469,1207,141,102,15,996,1465,6,No,No,2,Rainy,32,30,68,No Event,No,South Indian,42,1827,1277,1063,1097,3.03
2023-03-04,Breakfast,Saturday,March,2023,2060,1764,102,58,6,720,1930,6,No,No,1,Cloudy,30,0,63,No Event,No,Continental,95,654,1967,1112,1133,1.9
2023-03-05,Breakfast,Sunday,March,2023,1490,1407,100,60,13,589,1580,3,No,No,10,Rainy,19,52,43,No Event,No,Chinese,91,1824,2428,1089,1113,2.06
2023-03-06,Lunch,Monday,March,2023,1208,924,130,76,2,379,1132,3,Yes,No,8,Rainy,18,40,52,No Event,Yes,Indian,88,1132,1906,1404,1426,1.88
2023-03-07,Lunch,Tuesday,March,2023,1829,1579,174,108,32,618,1893,7,No,No,6,Rainy,24,23,53,No Event,No,Continental,51,1888,1652,1688,1794,14.19
2023-03-08,Lunch,Wednesday,March,2023,2063,1563,117,107,48,943,1835,5,No,No,3,Sunny,23,0,61,No Event,No,Chinese,60,1592,743,1979,2010,2.85
2023-03-09,Breakfast,Thursday,March,2023,1674,1517,107,62,35,737,1721,7,Yes,No,13,Rainy,30,45,86,No Event,No,Continental,106,1790,2365,1152,1177,2.06
2023-03-10,Dinner,Friday,March,2023,1736,1575,123,114,38,533,1850,5,No,No,10,Cloudy,37,0,69,No Event,Yes,Chinese,69,2102,1046,1165,1255,11.59
2023-03-11,Lunch,Saturday,March,2023,1884,1734,170,60,28,609,1992,6,No,No,10,Sunny,19,0,41,No Event,No,Chinese,114,2421,1615,2087,2164,10.29
2023-03-12,Dinner,Sunday,March,2023,2234,1455,118,106,38,305,1717,3,No,Yes,14,Cloudy,31,0,81,Convocation,No,Continental,98,576,733,259,348,11.02
2023-03-13,Lunch,Monday,March,2023,1812,1339,121,116,3,690,1579,6,No,No,1,Sunny,33,0,76,No Event,No,Indian,100,969,1122,1546,1594,3.85
2023-03-14,Lunch,Tuesday,March,2023,1976,1363,121,115,38,367,1637,6,No,No,13,Cloudy,30,0,69,No Event,No,Continental,78,2295,2115,1406,1453,4.75
2023-03-15,Breakfast,Wednesday,March,2023,1794,1410,139,73,39,824,1661,4,No,Yes,12,Sunny,24,0,80,No Event,No,Continental,69,2381,1590,244,345,9.02
2023-03-16,Breakfast,Thursday,March,2023,1475,1177,136,133,40,721,1486,6,No,Yes,6,Cloudy,35,0,85,No Event,No,Indian,82,2499,1295,221,361,18.77
2023-03-17,Breakfast,Friday,March,2023,1569,1140,156,98,21,528,1415,5,No,No,9,Sunny,31,0,78,No Event,No,Fast Food,71,637,1061,1057,1146,10.7
2023-03-18,Lunch,Saturday,March,2023,1544,1338,175,89,14,665,1616,4,No,No,6,Rainy,21,41,66,Cultural Fest,No,Indian,110,1504,1055,1995,2040,4.46
2023-03-19,Lunch,Sunday,March,2023,1567,1145,86,128,3,766,1362,3,No,No,6,Sunny,31,0,42,No Event,Yes,Chinese,40,1215,1269,1607,1652,3.95
2023-03-20,Lunch,Monday,March,2023,1930,1748,130,119,17,568,2014,5,No,No,13,Cloudy,27,0,65,Cultural Fest,Yes,Indian,78,2021,896,2869,2937,8.7
2023-03-21,Lunch,Tuesday,March,2023,1214,853,176,133,43,394,1205,2,No,Yes,3,Sunny,21,0,82,No Event,No,Chinese,108,1140,1771,315,455,12.73
2023-03-22,Dinner,Wednesday,March,2023,1957,1487,190,135,22,471,1834,3,No,No,5,Cloudy,20,0,52,No Event,No,Fast Food,47,859,2386,1134,1248,11.39
2023-03-23,Breakfast,Thursday,March,2023,1887,1578,189,51,37,940,1855,7,No,No,10,Sunny,22,0,68,No Event,No,Chinese,48,2383,1348,1190,1265,7.52
2023-03-24,Breakfast,Friday,March,2023,1203,1000,156,103,3,693,1262,2,No,No,16,Cloudy,31,0,63,No Event,No,South Indian,72,575,1157,927,1064,16.71
2023-03-25,Lunch,Saturday,March,2023,1732,1166,111,64,3,819,1344,5,No,No,12,Sunny,19,0,60,No Event,No,Indian,118,549,897,1389,1493,9.58
2023-03-26,Lunch,Sunday,March,2023,2185,1974,86,97,17,766,2174,3,Yes,No,15,Cloudy,35,0,66,No Event,No,South Indian,103,1676,1306,2608,2697,7.17
2023-03-27,Lunch,Monday,March,2023,2360,1957,155,147,0,622,2259,2,No,No,1,Sunny,35,0,85,No Event,No,Fast Food,82,2193,1877,2550,2640,11.39
2023-03-28,Lunch,Tuesday,March,2023,2033,1851,119,103,31,549,2104,2,No,No,7,Sunny,21,0,50,No Event,Yes,Fast Food,58,2071,2043,2828,2925,12.07
2023-03-29,Breakfast,Wednesday,March,2023,1562,1421,94,95,20,366,1630,3,No,No,4,Rainy,37,35,69,No Event,No,Indian,70,1286,2390,1107,1151,5.13
2023-03-30,Lunch,Thursday,March,2023,2439,1984,138,106,37,334,2265,6,No,No,15,Sunny,22,0,42,No Event,No,Chinese,66,669,853,2414,2472,4.68
2023-03-31,Dinner,Friday,March,2023,1316,1214,192,104,25,680,1535,5,No,No,16,Rainy,19,64,74,No Event,No,Fast Food,106,1742,633,995,1129,15.34
2023-04-01,Breakfast,Saturday,April,2023,2402,2172,164,109,40,909,2485,5,Yes,No,7,Sunny,36,0,49,No Event,Yes,South Indian,109,1038,1353,2293,2426,18.08
2023-04-02,Dinner,Sunday,April,2023,2469,2314,91,144,48,938,2597,4,No,No,8,Sunny,21,0,62,No Event,No,Indian,53,2460,1009,1421,1465,4.87
2023-04-03,Dinner,Monday,April,2023,1327,1201,156,79,20,384,1456,3,No,No,16,Cloudy,23,0,79,Placement Drive,No,Continental,111,941,1336,783,899,9.79
2023-04-04,Breakfast,Tuesday,April,2023,1277,1144,183,77,42,729,1446,5,No,Yes,17,Sunny,30,0,74,No Event,No,South Indian,65,1230,1572,300,356,7.0
2023-04-05,Breakfast,Wednesday,April,2023,1940,1534,121,101,28,854,1784,2,No,No,12,Sunny,32,0,47,No Event,No,Fast Food,87,705,1737,1303,1349,4.94
2023-04-06,Lunch,Thursday,April,2023,1973,1407,118,146,40,539,1711,3,No,No,3,Sunny,37,0,68,Sports Day,No,South Indian,99,1599,2113,2169,2225,6.69
2023-04-07,Lunch,Friday,April,2023,1281,1182,142,90,42,601,1456,7,No,No,16,Cloudy,18,0,86,Placement Drive,No,South Indian,115,2226,1019,1657,1729,6.53
2023-04-08,Lunch,Saturday,April,2023,1541,1335,81,70,31,339,1517,2,No,No,8,Sunny,20,0,87,Placement Drive,Yes,South Indian,118,2260,796,2023,2162,17.64
2023-04-09,Lunch,Sunday,April,2023,2018,1482,108,136,3,454,1729,3,Yes,No,5,Sunny,28,0,87,No Event,No,Fast Food,54,756,1076,2261,2369,10.1
2023-04-10,Lunch,Monday,April,2023,1777,1336,140,91,12,447,1579,2,No,No,12,Rainy,25,27,77,Cultural Fest,No,Chinese,65,1578,1233,2060,2189,10.92
2023-04-11,Breakfast,Tuesday,April,2023,1295,1108,191,62,34,311,1395,2,No,No,5,Rainy,22,34,76,Sports Day,No,South Indian,78,1854,2352,1184,1291,9.67
2023-04-12,Dinner,Wednesday,April,2023,2368,1878,108,94,26,834,2106,3,Yes,No,9,Cloudy,26,0,65,No Event,No,South Indian,57,1788,1376,1378,1503,16.55
2023-04-13,Lunch,Thursday,April,2023,1776,1197,179,139,0,311,1515,4,No,No,9,Sunny,32,0,51,Cultural Fest,No,Fast Food,81,1002,2163,2214,2287,9.41
2023-04-14,Lunch,Friday,April,2023,1720,1190,117,103,48,416,1458,2,Yes,No,9,Rainy,27,18,58,No Event,Yes,Indian,63,1253,1103,1829,1962,12.66
2023-04-15,Dinner,Saturday,April,2023,2195,1917,86,68,48,407,2119,3,No,No,8,Sunny,34,0,66,No Event,No,Continental,59,1970,1934,995,1143,16.89
2023-04-16,Lunch,Sunday,April,2023,1556,1164,109,76,38,983,1387,6,Yes,No,8,Sunny,24,0,85,No Event,No,Fast Food,104,1804,1970,1694,1748,5.46
2023-04-17,Breakfast,Monday,April,2023,1385,1111,166,89,13,338,1379,7,No,No,2,Sunny,25,0,60,No Event,Yes,Fast Food,104,1643,2278,1169,1292,12.05
2023-04-18,Lunch,Tuesday,April,2023,1742,1532,194,56,36,853,1818,6,No,Yes,15,Sunny,34,0,67,Placement Drive,No,Fast Food,45,1219,1287,496,519,2.2
2023-04-19,Lunch,Wednesday,April,2023,1350,1181,171,74,29,347,1455,7,No,No,16,Sunny,34,0,46,Cultural Fest,No,Continental,79,1438,1845,1623,1683,7.05
2023-04-20,Breakfast,Thursday,April,2023,2282,1597,135,98,13,646,1843,4,No,No,16,Rainy,30,57,50,No Event,Yes,Chinese,69,1723,737,1468,1505,3.19
2023-04-21,Dinner,Friday,April,2023,1209,821,166,85,10,777,1082,3,No,No,1,Cloudy,23,0,66,No Event,No,South Indian,119,1239,834,692,779,11.21
2023-04-22,Breakfast,Saturday,April,2023,2056,1701,115,120,30,846,1966,7,No,No,6,Rainy,33,49,53,No Event,No,South Indian,101,1128,1141,1364,1436,5.79
2023-04-23,Lunch,Sunday,April,2023,2347,2047,121,133,27,317,2328,4,No,No,10,Rainy,32,66,45,Placement Drive,No,Fast Food,64,2254,2489,2853,2899,4.66
2023-04-24,Lunch,Monday,April,2023,1555,1080,172,73,26,426,1351,7,No,No,14,Cloudy,30,0,75,No Event,No,South Indian,41,949,2269,1526,1606,8.8
2023-04-25,Breakfast,Tuesday,April,2023,1993,1517,83,110,2,631,1712,2,No,No,16,Sunny,32,0,88,No Event,Yes,Chinese,65,1056,2358,1450,1556,9.18
2023-04-26,Dinner,Wednesday,April,2023,1436,1308,163,141,5,301,1617,7,No,No,2,Sunny,24,0,46,No Event,No,South Indian,54,2392,2368,984,1107,14.12
2023-04-27,Dinner,Thursday,April,2023,1532,1429,84,118,38,352,1669,7,No,No,8,Sunny,30,0,83,No Event,No,Indian,95,1155,1667,908,983,9.68
2023-04-28,Lunch,Friday,April,2023,1216,956,125,101,18,359,1200,6,No,No,7,Sunny,37,0,74,No Event,No,Chinese,111,2318,945,1297,1415,16.53
2023-04-29,Breakfast,Saturday,April,2023,1523,1026,154,85,40,846,1305,4,No,No,1,Rainy,27,49,80,Sports Day,No,Fast Food,45,2275,1381,1059,1196,15.89
2023-04-30,Breakfast,Sunday,April,2023,1222,888,81,144,33,972,1146,2,No,No,8,Sunny,22,0,48,Placement Drive,No,Indian,60,2131,2026,731,800,9.91
